Marca,Modelo,Motor,Potencia (cv),Precio (€),Km,Ciudad,Año,Image
Infiniti,QX70 3.0d S Aut.,Diesel,238,24.990,88.000,Madrid,2016,https://imgs.coches.com/coches/fotos/usados/2022/01/10/e/medium/0309735121c2cefe02a1645984a59ba8028018101b_original.jpg
Infiniti,Q30 1.5d Premium,Diesel,109,15.995,47.393,Valencia,2017,https://imgs.coches.com/coches/fotos/usados/2021/12/21/d/medium/0306407871c46e81f4c7ea7dccddd8b4306cb2b229_original.jpg
Jaguar,E-Pace 2.0D I4 SE AWD Aut.,Diesel,204,48.900,3.416,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311536267346715-1641838452993.jpg
Jaguar,F-Type Coupé 2.0 I4,Gasolina,300,90.600,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/e/medium/9c93c9c5c36279b647680ed2e021bd18.jpg
Jaguar,XF 2.0i4D R-Dynamic S,Diesel,204,63.900,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/6/medium/793f128e0c8277033c18c406360362bc.jpg
Jaguar,I-Pace S,Eléctrico,400,53.990,1,Las Palmas,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/9/medium/f5e4247a64481a3b49d5d51458af4dd1.jpg
Jaguar,XF 2.0i4D S 204 AWD,Diesel,204,53.960,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/04/21/0/medium/e249d6964c5c5555ac9f217b5f339373.JPG
Jaguar,F-Type Coupé 2.0 I4 Aut. 300,Gasolina,300,51.318,5.963,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/18/8/medium/031094761316808398_01.jpg
Jaguar,I-Pace HSE,Eléctrico,400,71.900,3.437,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/f/medium/ad35c7d1dfd82a0a7290ad7ea86af6ed.JPG
Jaguar,F-Pace 2.0 l4 PHEV Standard,Híbrido,404,85.195,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/30/b/medium/9a6fb5ef82c8f9aeda9512e2191a30dc.JPG
Jaguar,F-Pace 5.0 V8 SVR Aut. AWD,Gasolina,550,129.720,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/17/9/medium/3c0ec13f4087fbb3932a6de3f13bdb5b.JPG
Jaguar,E-Pace 2.0D I4 S AWD Aut.,Diesel,180,51.285,6.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/13/0/medium/030080268562a9f0f1-4b37-4f82-95ac-8d7c239a3632_original.jpg
Jaguar,XE 2.0i4D MHEV R-Dyn,Diesel,204,49.900,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/f/medium/39a5c61c124f961a867d85e91af4465d.jpg
Jaguar,E-Pace 2.0D I4 R-Dynamic,Diesel,180,49.900,10,Salamanca,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/16/5/medium/f790a049e247d7cdeb4f5966b743e6fc.jpg
Jaguar,F-Pace 2.0 l4 PHEV Standard,Híbrido,404,69.795,0,Barcelona,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/25/0/medium/030234385316425_01.JPG
Jaguar,E-Pace 2.0D I4 R-Dynamic,Diesel,163,53.900,0,Barcelona,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/03/e/medium/029917400716510_01.JPG
Jaguar,E-Pace 2.0D I4 S AWD Aut.,Diesel,150,45.900,7.731,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311537901315367-foto1.jpg
Jaguar,E-Pace 2.0D I4 S AWD Aut.,Diesel,150,45.900,7.731,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311538821315367-foto1.jpg
Jaguar,XF 2.0i4D R-Sport Aut.,Diesel,180,41.990,5,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/0311564263403531-1.png
Jaguar,F-Pace 2.0i4D R-Sport Aut.,Diesel,180,54.760,1.500,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311564881416591-1.png
Jaguar,I-Pace SE,Eléctrico,400,84.700,4,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/0/medium/03047162259664107b-303a-4b98-88ff-6a306718d6df_original.jpg
Jaguar,E-Pace 2.0D I4 R-Dynamic S,Diesel,150,40.995,9.000,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/23/d/medium/029728847101_1624099826_882.jpg
Jaguar,E-Pace 2.0D I4 SE AWD Aut.,Diesel,204,48.900,3.416,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311536267346715-1641838452993.jpg
Jaguar,F-Type Coupé 2.0 I4,Gasolina,300,90.600,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/e/medium/9c93c9c5c36279b647680ed2e021bd18.jpg
Jaguar,E-Pace 2.0D I4 S AWD 150,Diesel,150,30.900,20.000,Cadiz,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/0311536341302801-IMG_20201105_132652.jpg
Jaguar,XF Sportbrake 3.0 V6 D.,Diesel,275,21.500,87.955,Lleida,2014,https://imgs.coches.com/coches/fotos/usados/2022/01/19/4/medium/031106968900-1642521997_106.jpg
Jaguar,XF 2.0i4D R-Dynamic S,Diesel,204,63.900,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/6/medium/793f128e0c8277033c18c406360362bc.jpg
Jaguar,XF 2.0i4D Prestige Aut.,Diesel,180,19.900,227.702,Cordoba,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311537917251080-FOTO1.jpg
Jaguar,F-Pace 3.0TDV6 Pure Aut.,Diesel,300,32.890,82.200,Malaga,2016,https://imgs.coches.com/coches/fotos/usados/2021/11/08/f/medium/02998506957036599_01.jpg
Jaguar,XF 2.0i4D Prestige Aut.,Diesel,180,38.500,18.700,Cordoba,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/09/8/medium/91b4bc27bd6156721f0e53b86c2fb761.jpg
Jaguar,F-Pace 2.0i4D Prestige Aut.,Diesel,180,49.990,34.875,Madrid,2019,https://imgs.coches.com/coches/fotos/usados/2021/11/13/1/medium/0300802681cb7c3522-44d5-4913-b59f-e4e31342833b_original.jpg
Jaguar,E-Pace 2.0D I4 S AWD Aut.,Diesel,150,42.900,14.616,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/13/0/medium/0300802675579f2e1c-0111-428d-bf63-44e7a71cff0e_original.jpg
Jaguar,XF 2.7D V6 Premium,Diesel,207,10.500,171.000,Badajoz,2009,https://imgs.coches.com/coches/fotos/usados/2022/01/03/3/medium/ad04342ccdc30da4e54f9085b7936672.jpg
Jaguar,F-Pace 2.0i4D Pure Aut. AWD,Diesel,180,26.800,150.000,Albacete,2017,https://imgs.coches.com/coches/fotos/usados/2021/12/18/b/medium/55b8a84f01aae7dee308025b4202fcc0.jfif
Jaguar,I-Pace HSE,Eléctrico,400,52.950,14.000,Las Palmas,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/04/1/medium/9120337d4417fb1f49162145385a20ad.JPG
Jaguar,E-Pace 2.0D I4 Standard,Diesel,150,28.900,45.000,Murcia,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/19/d/medium/dd6bc8c37b5353b0c533e06e3ec4510f.jpg
Jaguar,XJ 8 4.0 Executive,Gasolina,290,5.999,130.000,Malaga,2003,https://imgs.coches.com/coches/fotos/usados/2022/01/17/0/medium/141126eb06edc51e3a45b0191042e5cb.jpeg
Jaguar,F-Type Coupé 3.0 V6 Aut.,Gasolina,340,41.589,70.948,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/16/4/medium/031060021316068046_01.jpg
Jaguar,X-Type 2.0D Executive,Diesel,130,3.700,206.000,Madrid,2004,https://imgs.coches.com/coches/fotos/usados/2022/01/18/c/medium/21acab24df81e083e0b07d95c36d6dc9.jpg
Jaguar,I-Pace S,Eléctrico,400,53.990,1,Las Palmas,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/9/medium/f5e4247a64481a3b49d5d51458af4dd1.jpg
Jaguar,X-Type Wagon 2.2D,Diesel,155,4.900,144.903,Sevilla,2008,https://imgs.coches.com/coches/fotos/usados/2022/01/04/7/medium/3d7b9848f62476332ebe205cfbd7ac5e.jpg
Jaguar,S-Type 3.0 V6 Executive,Gasolina,240,6.099,65.954,Madrid,2001,https://imgs.coches.com/coches/fotos/usados/2022/01/18/a/medium/031097098915456211_01.jpg
Jeep,Compass 1.3 Gse T4 Limited,Gasolina,150,30.990,2.862,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/9/medium/310728c27a914bf4fcddbc8e33ec03a9.jpg
Jeep,Compass 1.3 Gse T4 Longitude,Gasolina,130,18.700,10.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/27/3/medium/a276695188a539709f2a653603b14dfb.jpg
Jeep,Wrangler Unlimited 2.0 4xe,Híbrido,380,63.990,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/9/medium/8cfb0ce77320a1137dd48febf205727b.jpg
Jeep,Wrangler Unlimited 2.0 4xe,Híbrido,380,64.990,30,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/3/medium/28f277caea5d02e7ebed6ac79a74749d.jpg
Jeep,Wrangler 2.0T GME Sahara,Gasolina,270,54.900,30,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/8/medium/8788c572c3ac33900ab5564ce1878e80.jpg
Jeep,Compass 1.3 PHEV Limited,Híbrido,190,35.990,5,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/31/f/medium/030808187151ce85f8-e5b0-47fc-97f7-71f09d9b3afa_original.jpg
Jeep,Compass 1.3 PHEV Limited,Híbrido,190,35.990,5,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/31/2/medium/0307988443f728d7bb-6709-433c-b259-33fbd93642c3_original.jpg
Jeep,Compass 1.6 Mjt Longitude,Diesel,130,24.990,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/4/medium/03055784091.jpg
Jeep,Compass 1.6 Mjt Longitude,Diesel,130,26.990,20,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/0/medium/0311563729159133-01.jpg
Jeep,Compass 1.6 Mjt Longitude,Diesel,130,26.990,20,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311563689159133-01.jpg
Jeep,Compass 1.6 Mjt Longitude,Diesel,130,26.100,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/23/d/medium/64a585e131922be4a18b4509545ef462.JPG
Jeep,Compass 1.6 Mjt Longitude,Diesel,130,27.390,10,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/e/medium/0303315984017cb6c5-1ceb-db7d-eb85-9acbbf2eddab.jpg
Jeep,Compass 1.3 PHEV Trailhawk,Híbrido,240,43.990,1.000,La Rioja,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/5/medium/0297229841imagen.jpeg
Jeep,Compass 1.6 Mjt Longitude,Diesel,130,25.998,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/20/e/medium/35f885cacf08d372760baba2b134a75c.jpg
Jeep,Compass 1.6 Mjt Longitude,Diesel,130,27.390,10,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/19/4/medium/0296752233017b1702-7097-ff9e-c2dd-dc991f0b721f.jpg
Jeep,Compass 1.6 Mjt Limited FWD,Diesel,130,25.998,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/05/a/medium/975d71d70417c8a56b383fef0a3f424d.jpg
Jeep,Compass 1.6 Mjt Limited FWD,Diesel,130,25.998,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/03/9/medium/e7f7dc6d3b23671fc6e1107fd0773a69.jpg
Jeep,Compass 1.3 Gse T4 Longitude,Gasolina,130,24.200,1,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/04/a/medium/a9c7b22bcea44f3ddc158877160139b8.JPG
Jeep,Renegade 1.3 PHEV Limited 4x4,Híbrido,190,29.900,5,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311564899422550-1.png
Jeep,Compass 1.3 PHEV Limited,Híbrido,190,38.990,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/11/1/medium/030488076528b7b6b22a39767d2e03371bb727e41c_original.jpg
Jeep,Grand 3.0CRD Overland Aut.,Diesel,218,13.500,185.500,Salamanca,2007,https://imgs.coches.com/coches/fotos/usados/2022/01/26/5/medium/f060c5c4054f703d624c43942065a9a5.jpg
Jeep,Grand 3.0CRD Limited Aut.,Diesel,218,15.500,170.000,Salamanca,2009,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/45545a3e95b1c01f85f14169d6ada29b.jpg
Jeep,Grand 3.0CRD Limited Aut.,Diesel,218,10.490,225.490,Salamanca,2007,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/f3b7f28b8dd3763658b2dc2cb2759f7b.jpg
Jeep,Compass 1.4 Multiair Sport 4x2,Gasolina,140,19.490,18.270,Salamanca,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/2df552fbd90741907c6744ef32af9efc.JPG
Jeep,Compass 2.0CRD Limited,Diesel,140,8.999,130.000,Tenerife,2007,https://imgs.coches.com/coches/fotos/usados/2022/01/17/3/medium/7a357f68bf3b78befc4a94222942d95f.jpg
Jeep,Compass 1.3 Gse T4 Limited,Gasolina,150,30.990,2.862,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/9/medium/310728c27a914bf4fcddbc8e33ec03a9.jpg
Jeep,Renegade 1.0 Sport 4x2,Gasolina,120,15.900,48.000,A Coruña,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/07/d/medium/af2e42bc8ec87a014d073901da915b23.jpg
Jeep,Wrangler 4.0 Aut.,Gasolina,181,15.990,95.000,Madrid,1997,https://imgs.coches.com/coches/fotos/usados/2021/11/25/9/medium/3476742938b234f7b5d085fc42111af4.jpg
Jeep,Grand 3.0CRD Laredo Aut.,Diesel,218,7.950,191.596,Madrid,2007,https://imgs.coches.com/coches/fotos/usados/2022/01/18/1/medium/031094948115167938_01.jpg
Jeep,Compass 1.3 Gse T4 Longitude,Gasolina,130,18.700,10.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/27/3/medium/a276695188a539709f2a653603b14dfb.jpg
Jeep,Wrangler Unlimited 2.0 4xe,Híbrido,380,63.990,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/9/medium/8cfb0ce77320a1137dd48febf205727b.jpg
Jeep,Grand 3.0CRD Laredo 190,Diesel,190,24.800,51.544,Madrid,2013,https://imgs.coches.com/coches/fotos/usados/2022/01/18/1/medium/031094694916794139_01.jpg
Jeep,Wrangler Unlimited 2.0 4xe,Híbrido,380,64.990,30,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/3/medium/28f277caea5d02e7ebed6ac79a74749d.jpg
Jeep,Wrangler 3.8 V6 Rubicon AT,Gasolina,200,26.800,56.980,Barcelona,2007,https://imgs.coches.com/coches/fotos/usados/2022/01/12/8/medium/b2221e1f708b5d95176d67c10150852a.jpg
Jeep,Wrangler 2.0T GME Sahara,Gasolina,270,54.900,30,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/8/medium/8788c572c3ac33900ab5564ce1878e80.jpg
Jeep,Compass 1.3 PHEV Limited,Híbrido,190,35.990,5,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/31/f/medium/030808187151ce85f8-e5b0-47fc-97f7-71f09d9b3afa_original.jpg
Jeep,Compass 1.3 PHEV Limited,Híbrido,190,35.990,5,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/31/2/medium/0307988443f728d7bb-6709-433c-b259-33fbd93642c3_original.jpg
Jeep,Compass 1.6 Mjt Longitude,Diesel,130,24.990,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/4/medium/03055784091.jpg
Jeep,Compass 1.6 Mjt Longitude,Diesel,130,26.990,20,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/0/medium/0311563729159133-01.jpg
Jeep,Compass 1.6 Mjt Longitude,Diesel,130,26.990,20,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311563689159133-01.jpg
Kia,Soul e- Emotion,Eléctrico,136,27.990,1.800,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/05/20/e/medium/25955541d7bb949ffb02fcd6cef99918.jpg
Kia,Niro 1.6 HEV Drive,Híbrido,141,22.400,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031087870916631679_01.jpg
Kia,Niro 1.6 HEV Emotion,Híbrido,141,20.990,7.000,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/b/medium/031087867716631670_01.jpg
Kia,Stonic 1.0 T-GDi MHEV iMT,Gasolina,100,14.700,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/5/medium/031087874116631691_01.jpg
Kia,XCeed 1.0 T-GDi,Gasolina,120,16.900,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/6/medium/031087874516631694_01.jpg
Kia,Ceed 1.0 T-GDI,Gasolina,100,15.990,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031087854716603215_01.jpg
Kia,Stonic 1.2 DPi Concept,Gasolina,84,13.200,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/f/medium/031087864716603236_01.jpg
Kia,Niro 1.6 HEV Emotion,Híbrido,141,31.899,4.500,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/1/medium/0311559405106012-1.jpg
Kia,XCeed 1.6 PHEV eMotion,Híbrido,141,29.500,3.896,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/25/b/medium/03024829657ff7096d-ecea-4638-a04c-054fce0716ec_original.jpg
Kia,Ceed 1.0 T-GDI,Gasolina,100,14.300,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/12/4/medium/029553988314342478_01.jpg
Kia,Ceed 1.4 T-GDI,Gasolina,140,18.900,7.400,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311561065249762-CEED_AUTOMATICO.jpg
Kia,Niro E- Concept,Eléctrico,136,23.990,2.100,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/05/13/5/medium/08780e0a4d6b2a4e021691fe3e350e11.jpg
Kia,XCeed 1.0 T-GDi,Gasolina,120,18.400,25,Zaragoza,2020,https://imgs.coches.com/coches/fotos/usados/2021/02/06/d/medium/02544798980176294a-3816-c407-e479-4bdc626fbda2.jpg
Kia,EV6 Long Range GT-Line,Eléctrico,325,39.137,1,Las Palmas,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/13/0/medium/202e20e6bd217665229a060d2bfe39aa.jpg
Kia,Rio 1.0 T-GDi MHEV iMT,Gasolina,100,13.490,10.000,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/05/4/medium/0308887341e8e4889d-bed0-49ba-a33b-ecb8527bba28_original.jpg
Kia,Soul e- Drive Long Range,Eléctrico,204,30.900,1.200,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/18/8/medium/fb28aa29532d1d502f4ee00761e80582.jpg
Kia,EV6 Long Range GT-Line,Eléctrico,229,41.900,4.000,A Coruña,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/01/6/medium/0308197329934e2df4-ccaf-47d2-848b-f8a2e30abb84_original.jpg
Kia,Ceed 1.0 T-GDI,Gasolina,100,16.200,10.000,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/02/8/medium/a6d13f9678631d6cb1ed7086e6f350c8.jpg
Kia,Niro 1.6 PHEV Drive,Híbrido,141,25.500,1,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/12/8/medium/98943117f5c7ce1c4f0eb01b7514ebf2.jpg
Kia,Soul e- Drive Long Range,Eléctrico,204,24.899,3.782,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/1/medium/0311559407106014-1-5755-LSP_wm.jpg
Kia,Carens 2.0CRDI EX,Diesel,112,2.500,214.800,Valencia,2005,https://imgs.coches.com/coches/fotos/usados/2022/01/18/0/medium/e9416d0c838b3ed56f0c9ed5b4af5801.JPG
Kia,Soul e- Emotion,Eléctrico,136,27.990,1.800,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/05/20/e/medium/25955541d7bb949ffb02fcd6cef99918.jpg
Kia,Niro 1.6 HEV Drive,Híbrido,141,17.990,39.000,Tarragona,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/19/b/medium/e31c2ea366b2e7a27406869e99e9bf1f.JPG
Kia,Niro 1.6 HEV Drive,Híbrido,141,22.400,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031087870916631679_01.jpg
Kia,Niro 1.6 HEV Emotion,Híbrido,141,20.990,7.000,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/b/medium/031087867716631670_01.jpg
Kia,Stonic 1.0 T-GDi MHEV iMT,Gasolina,100,14.700,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/5/medium/031087874116631691_01.jpg
Kia,XCeed 1.0 T-GDi,Gasolina,120,16.900,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/6/medium/031087874516631694_01.jpg
Kia,Ceed 1.0 T-GDI,Gasolina,100,15.990,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031087854716603215_01.jpg
Kia,Ceed 1.0 T-GDI,Gasolina,120,13.600,22.000,Valladolid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/18/5/medium/031087867316603248_01.jpg
Kia,Stonic 1.2 DPi Concept,Gasolina,84,13.200,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/f/medium/031087864716603236_01.jpg
Kia,Ceed Cee´d 1.4 Drive,Gasolina,100,10.400,117.200,Valencia,2014,https://imgs.coches.com/coches/fotos/usados/2022/01/18/0/medium/0310829343img_0_0_0.jpg
Kia,Sorento 1.6 T-GDi HEV,Híbrido,233,46.500,16.359,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/26/6/medium/0307261547f80520af-d05d-4f5a-87bb-f205c65f4cc7_original.jpg
Kia,Niro 1.6 HEV Emotion,Híbrido,141,31.899,4.500,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/1/medium/0311559405106012-1.jpg
Kia,XCeed 1.6 PHEV eMotion,Híbrido,141,29.500,3.896,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/25/b/medium/03024829657ff7096d-ecea-4638-a04c-054fce0716ec_original.jpg
Kia,Carens 1.6 GDi Concept,Gasolina,135,12.700,37.000,Barcelona,2015,https://imgs.coches.com/coches/fotos/usados/2022/01/21/5/medium/0311534583196152-1.JPG
Kia,Sportage 1.7CRDi Drive,Diesel,115,13.990,152.000,Sevilla,2012,https://imgs.coches.com/coches/fotos/usados/2021/11/17/3/medium/a1b9d41ef161c78557255f91517aabe8.jpg
Kia,Sportage 1.6 GDi Drive 4x2 132,Gasolina,132,17.690,39.540,Madrid,2018,https://imgs.coches.com/coches/fotos/usados/2021/10/14/e/medium/0295851373m_img_155_811_18326_1634127547.jpg
Kia,Ceed 1.0 T-GDI,Gasolina,100,14.300,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/12/4/medium/029553988314342478_01.jpg
Kia,Niro 1.6 HEV Drive,Híbrido,141,17.245,80.000,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/25/c/medium/031217686019b0af5d1a6e57aa8ca7eb3c430b35f5_original.jpg
Kia,Ceed Cee´d SW 1.6CRDI,Diesel,136,10.900,97.102,Zaragoza,2016,https://imgs.coches.com/coches/fotos/usados/2021/10/23/c/medium/0297274839017ca8cb-7c59-e373-7d2e-705a7e349a9d.jpg
Lamborghini,SVJ,Gasolina,770,499.900,5.000,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/27/6/medium/0312477244c79dcaa7-308c-45e3-8c65-2a66a1a39bca_01.jpg
Lamborghini,LP 640,Gasolina,640,180.000,23.000,Lleida,2009,https://imgs.coches.com/coches/fotos/usados/2022/01/20/9/medium/3394e45117cf5a0722af8e8a2b1904ec.JPG
Lamborghini,LP 610-4 5.2 V10,Gasolina,610,247.000,35.000,Lleida,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/20/d/medium/cac890e530f396d45e426f30501c31d2.JPG
Lamborghini,LP 560-4 E-Gear,Gasolina,560,134.990,30.080,Alicante,2013,https://imgs.coches.com/coches/fotos/usados/2021/11/06/4/medium/bc4476421ff6d3e9a996cf5959f37782.jpg
Lamborghini,4.0 V8 Aut.,Gasolina,650,269.900,37.000,Valencia,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/22/d/medium/0311674001640x480.jpg
Lamborghini,LP 610-4 5.2 V10,Gasolina,610,247.000,33.000,Lleida,2018,https://imgs.coches.com/coches/fotos/usados/2021/12/08/c/medium/0304411557640x480.jpg
Lamborghini,LP 610-4 5.2 V10,Gasolina,610,245.000,33.000,Lleida,2018,https://imgs.coches.com/coches/fotos/usados/2021/11/23/f/medium/0302073547640x480.jpg
Lamborghini,LP 560-4,Gasolina,560,99.900,55.000,Madrid,2010,https://imgs.coches.com/coches/foto_coche/2017/12/medium/07538583217082227.jpg
Lamborghini,LP 610-4 5.2 V10,Gasolina,610,169.900,59.000,Valencia,2015,https://imgs.coches.com/coches/fotos/usados/2021/09/02/d/medium/0289259079640x480.jpg
Lamborghini,LP 610-4 5.2 V10,Gasolina,610,219.610,6.000,Madrid,2016,https://imgs.coches.com/coches/foto_coche/2017/10/medium/07172861016760558.jpg
Lamborghini,500,Gasolina,500,89.900,89.000,Madrid,2006,https://imgs.coches.com/coches/foto_coche/2017/07/medium/06564202116469165.jpg
